x1,x2,x3,target
1.021706387796763,1.2268569713619626,3.004102480965831,3
-1.5197103882173082,-1.2498603949848086,-1.2134631538244525,2
-2.3922247710555196,-1.5321714064274123,2.04176061148193,0
0.12580060704165663,-1.3662834645469855,0.1490772558753346,0
1.5346123161944336,2.1413878150791246,3.6825404495533136,3
0.5703041172010122,0.09577271983713653,2.049849679068231,3
1.9992210900852918,1.488123366922363,0.5042052385818986,3
1.0599007070947826,-1.0852853267738185,0.9160485639470651,1
1.4127040810122697,-1.68024541133493,1.4025844380526162,1
1.5776851673766918,-2.3662209137416346,2.1696349463673883,1
1.251351709970829,-1.2246619929725109,1.1871193520493744,1
-1.9767957418291726,-0.6409764435709654,-1.411556176897442,2
2.6522471598320125,3.41766508856303,0.9386260545689032,3
-2.5856485267311955,-1.1989274588260899,1.1691494759718422,0
2.0483298739743567,-2.946857407844975,2.6370525428692386,1
-1.064490049720294,-2.0760008342283163,-1.5228787793300114,2
2.8149315712551326,3.4110004405048873,-1.1054839409200956,3
1.4481708133043554,-1.7001817861219564,1.45212976257065,1
2.3927648624213322,-0.6981637598412425,1.3583928426974996,1
1.4579126278717638,0.7226857996941082,0.39616057430272655,3
-1.01298534020123,-1.584443358380211,-0.6322731313016223,2
-0.4184291714386321,-2.7162661263068477,-1.2189659924678522,2
1.5609005106749003,-0.9108013945401962,1.2361693778469005,1
1.5903100989640593,1.009294590915705,0.6692170786386323,1
-0.7626797055858666,-1.3879024849137822,0.5010065132045742,2
1.563074839968508,0.1542860727251807,-0.7340477296903862,3
-0.9275452975671938,-2.003509658521,2.8744723304232274,0
1.368065334487071,-1.3684070218109916,1.1198549558145092,1
1.533322823805073,0.39097295427650747,-1.2023232750999124,3
-0.43575482519355346,-1.896288122714464,2.258092516304997,0
-0.10584969711699665,-2.199288462946443,2.8665256008445166,0
1.0068598481504472,-3.520464210729505,1.8797068552030947,1
-0.7637340531007698,-1.862863183281188,2.2247812006311465,0
2.473926691582198,-0.9968073045823173,1.5811100959715063,1
1.8310367262794236,-0.2828104364616222,1.0326676937216086,1
-1.5098240274020092,-1.0069192479384892,-1.3188412542930716,2
1.2998538387581018,1.939694028120728,3.0920969708636257,3
-1.2813529541973634,-2.504634957413902,-2.8998058370335578,2
-1.1011592913187642,-1.4586056446824867,-0.5388357677182489,2
1.1312685497341737,1.0444516404926651,2.3652668812278597,3
-1.0682875844599926,-1.7696785311744814,2.06502527838207,0
0.7513494615721252,1.4468134268109498,3.8429582765318075,3
-1.9068965755287075,-0.9592345259485554,0.04362956327655798,0
-0.5446064819310124,-1.8501737500153799,2.112850620417779,0
-0.48187526832384786,-1.739604019949104,0.2278006030767965,2
-1.3666557262304035,-1.3955569250427464,-1.0185583198123258,2
-1.4547154174395052,-1.3321733618865634,1.1498379319345267,0
-2.0341338740963435,-0.46015658597646847,-1.2845176117199144,0
0.9162422724997368,-1.7517892220509996,1.090968802611424,1
-2.724923505982331,-0.4395332748417231,-2.904594538103545,2
-2.167700255103103,-1.2528281889976738,1.103893021014121,0
-0.8553255971407104,-1.7671322670174674,1.9910126087746256,0
1.739649426667874,2.8140503532007073,2.8624337482351905,3
1.9236283361098692,-0.1965303625904884,1.1032225711514705,1
-2.72327373842229,-0.6166126850296049,-0.35537485024128634,0
1.00446262536444,-0.06243951127226999,0.07145039464867331,1
1.378034230948461,-0.7858672368695386,1.0514363577051107,1
-1.862538559877212,-2.1916714499501064,3.8895987356398942,0
2.3235743669310667,-1.889116772600213,2.095738879318553,1
0.3434247018833574,-3.12229599882603,1.039077028398327,1
-1.6461094722524545,-1.2400682251586312,0.8194136227110413,0
1.8041929895112903,1.5403858739915461,0.8966352429979761,3
0.9338583815056648,-2.576350869905125,2.03175877169498,1
